"","uid","residence","prewarning","group","gender","age","bot_dummy","rebuttal_dummy","income_national","income_sample","income_sample_abs","accuracy","worth","articleId","sixgroup"
"3529",416,"吉林长春","NewsL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",4,4,2,2,2,"banana","NewsL_bot_rebuttal"
"3530",417,"江苏苏州","NewsL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",5,5,4,4,3,"banana","NewsL_bot_rebuttal"
"3531",423,"辽宁盘锦","NewsL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",4,4,2,4,4,"banana","NewsL_bot_rebuttal"
"3532",427,"广西崇左","NewsL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",4,2,1,1,2,"banana","NewsL_bot_rebuttal"
"3533",430,"广东深圳","NewsL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,4,3,2,"banana","NewsL_bot_rebuttal"
"3534",431,"河南郑州","NewsL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",4,4,2,1,1,"banana","NewsL_bot_rebuttal"
"3535",436,"福建福州","NewsL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",5,5,3,2,2,"banana","NewsL_bot_rebuttal"
"3536",438,"福建泉州","AIL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",5,5,3,4,4,"banana","AIL_bot_rebuttal"
"3537",442,"四川绵阳","AIL","bot_rebuttal","2",2,"bot_TRUE","rebuttal_TRUE",4,4,2,5,4,"banana","AIL_bot_rebuttal"
"3538",454,"重庆重庆","AIL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",4,4,2,4,4,"banana","AIL_bot_rebuttal"
"3539",456,"云南楚雄","AIL","bot_rebuttal","2",5,"bot_TRUE","rebuttal_TRUE",4,4,2,1,1,"banana","AIL_bot_rebuttal"
"3540",457,"江苏连云港","NewsL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",4,3,2,3,3,"banana","NewsL_bot_rebuttal"
"3541",459,"广东深圳","NewsL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",5,5,4,3,3,"banana","NewsL_bot_rebuttal"
"3542",460,"广东广州","AIL","bot_rebuttal","1",2,"bot_TRUE","rebuttal_TRUE",5,5,4,4,3,"banana","AIL_bot_rebuttal"
"3543",461,"广东汕头","AIL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",4,1,1,3,3,"banana","AIL_bot_rebuttal"
"3544",463,"广东广州","AIL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",5,5,4,1,1,"banana","AIL_bot_rebuttal"
"3545",469,"广西贵港","AIL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",4,2,1,3,4,"banana","AIL_bot_rebuttal"
"3546",473,"四川成都","AIL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,3,1,1,"banana","AIL_bot_rebuttal"
"3547",475,"上海上海","NewsL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,5,3,2,"banana","NewsL_bot_rebuttal"
"3548",477,"四川成都","NewsL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",5,5,3,2,1,"banana","NewsL_bot_rebuttal"
"3549",480,"河北唐山","AIL","bot_rebuttal","2",5,"bot_TRUE","rebuttal_TRUE",5,5,3,1,1,"banana","AIL_bot_rebuttal"
"3550",481,"天津天津","AIL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",5,5,3,4,5,"banana","AIL_bot_rebuttal"
"3551",482,"黑龙江齐齐哈尔","NewsL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",4,1,1,1,1,"banana","NewsL_bot_rebuttal"
"3552",487,"北京北京","AIL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,4,4,5,"banana","AIL_bot_rebuttal"
"3553",488,"广东广州","AIL","bot_rebuttal","1",2,"bot_TRUE","rebuttal_TRUE",5,5,4,4,4,"banana","AIL_bot_rebuttal"
"3554",489,"广东深圳","AIL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,4,2,1,"banana","AIL_bot_rebuttal"
"3555",491,"湖南衡阳","AIL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",4,4,2,4,3,"banana","AIL_bot_rebuttal"
"3556",492,"上海上海","AIL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",5,5,5,2,2,"banana","AIL_bot_rebuttal"
"3557",493,"广东深圳","AIL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",5,5,4,4,5,"banana","AIL_bot_rebuttal"
"3558",499,"山东济南","NewsL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,3,5,5,"banana","NewsL_bot_rebuttal"
"3559",501,"山东济南","NewsL","bot_rebuttal","1",6,"bot_TRUE","rebuttal_TRUE",5,5,3,3,3,"banana","NewsL_bot_rebuttal"
"3560",502,"河南周口","AIL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",4,1,1,1,3,"banana","AIL_bot_rebuttal"
"3561",507,"浙江温州","AIL","bot_rebuttal","1",2,"bot_TRUE","rebuttal_TRUE",5,5,4,3,2,"banana","AIL_bot_rebuttal"
"3562",509,"北京北京","NewsL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,4,5,3,"banana","NewsL_bot_rebuttal"
"3563",512,"福建厦门","NewsL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,4,2,2,"banana","NewsL_bot_rebuttal"
"3564",514,"湖北武汉","AIL","bot_rebuttal","2",2,"bot_TRUE","rebuttal_TRUE",5,5,3,3,3,"banana","AIL_bot_rebuttal"
"3565",519,"黑龙江鹤岗","AIL","bot_rebuttal","2",2,"bot_TRUE","rebuttal_TRUE",3,1,1,1,1,"banana","AIL_bot_rebuttal"
"3566",520,"贵州贵阳","AIL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",4,4,2,3,3,"banana","AIL_bot_rebuttal"
"3567",523,"贵州遵义","NewsL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",4,3,2,1,4,"banana","NewsL_bot_rebuttal"
"3568",524,"黑龙江伊春","NewsL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",3,1,1,2,2,"banana","NewsL_bot_rebuttal"
"3569",532,"吉林长春","NewsL","bot_rebuttal","2",5,"bot_TRUE","rebuttal_TRUE",4,4,2,2,3,"banana","NewsL_bot_rebuttal"
"3570",534,"广东广州","AIL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",5,5,4,2,2,"banana","AIL_bot_rebuttal"
"3571",536,"四川内江","NewsL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",4,4,2,2,1,"banana","NewsL_bot_rebuttal"
"3572",537,"广西玉林","NewsL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",4,3,2,4,3,"banana","NewsL_bot_rebuttal"
"3573",538,"四川凉山","AIL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",4,2,2,3,3,"banana","AIL_bot_rebuttal"
"3574",542,"内蒙古乌兰察布","NewsL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",4,2,1,2,1,"banana","NewsL_bot_rebuttal"
"3575",551,"天津天津","NewsL","bot_rebuttal","1",5,"bot_TRUE","rebuttal_TRUE",5,5,3,4,5,"banana","NewsL_bot_rebuttal"
"3576",558,"福建龙岩","AIL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",4,4,2,2,1,"banana","AIL_bot_rebuttal"
"3577",560,"贵州黔东南","NewsL","bot_rebuttal","2",2,"bot_TRUE","rebuttal_TRUE",4,2,2,3,3,"banana","NewsL_bot_rebuttal"
"3578",563,"山东青岛","AIL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",5,5,4,1,1,"banana","AIL_bot_rebuttal"
"3579",565,"山东淄博","AIL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",5,5,3,5,4,"banana","AIL_bot_rebuttal"
"3580",567,"四川未知","NewsL","bot_rebuttal","1",2,"bot_TRUE","rebuttal_TRUE",4,4,2,4,5,"banana","NewsL_bot_rebuttal"
"3581",568,"山东济南","NewsL","bot_rebuttal","2",2,"bot_TRUE","rebuttal_TRUE",5,5,3,2,2,"banana","NewsL_bot_rebuttal"
"3582",572,"四川广元","NewsL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",4,3,2,2,1,"banana","NewsL_bot_rebuttal"
"3583",573,"重庆重庆","AIL","bot_rebuttal","2",5,"bot_TRUE","rebuttal_TRUE",4,4,2,2,2,"banana","AIL_bot_rebuttal"
"3584",575,"江西赣州","NewsL","bot_rebuttal","1",2,"bot_TRUE","rebuttal_TRUE",4,3,2,4,4,"banana","NewsL_bot_rebuttal"
"3585",579,"上海上海","AIL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",5,5,5,4,4,"banana","AIL_bot_rebuttal"
"3586",581,"上海上海","AIL","bot_rebuttal","2",5,"bot_TRUE","rebuttal_TRUE",5,5,5,3,2,"banana","AIL_bot_rebuttal"
"3587",582,"河南洛阳","NewsL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",4,4,2,1,1,"banana","NewsL_bot_rebuttal"
"3588",584,"浙江温州","AIL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",5,5,4,1,1,"banana","AIL_bot_rebuttal"
"3589",587,"广东深圳","AIL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",5,5,4,4,4,"banana","AIL_bot_rebuttal"
"3590",590,"福建泉州","NewsL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,3,2,1,"banana","NewsL_bot_rebuttal"
"3591",595,"辽宁大连","AIL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",5,5,3,1,1,"banana","AIL_bot_rebuttal"
"3592",604,"重庆重庆","NewsL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",4,4,2,2,1,"banana","NewsL_bot_rebuttal"
"3593",606,"上海上海","AIL","bot_rebuttal","2",2,"bot_TRUE","rebuttal_TRUE",5,5,5,1,1,"banana","AIL_bot_rebuttal"
"3594",610,"河南郑州","NewsL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",4,4,2,2,2,"banana","NewsL_bot_rebuttal"
"3595",611,"河南安阳","NewsL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",4,2,2,4,4,"banana","NewsL_bot_rebuttal"
"3596",615,"湖北武汉","AIL","bot_rebuttal","1",2,"bot_TRUE","rebuttal_TRUE",5,5,3,2,2,"banana","AIL_bot_rebuttal"
"3597",616,"山东德州","NewsL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",4,1,1,3,2,"banana","NewsL_bot_rebuttal"
"3598",618,"湖南长沙","AIL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,4,2,5,"banana","AIL_bot_rebuttal"
"3599",620,"江苏淮安","NewsL","bot_rebuttal","1",2,"bot_TRUE","rebuttal_TRUE",4,4,2,1,1,"banana","NewsL_bot_rebuttal"
"3600",621,"湖南长沙","AIL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",5,5,4,1,1,"banana","AIL_bot_rebuttal"
"3601",622,"四川成都","AIL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",5,5,3,3,2,"banana","AIL_bot_rebuttal"
"3602",623,"甘肃张掖","NewsL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",4,1,1,1,1,"banana","NewsL_bot_rebuttal"
"3603",630,"广东江门","AIL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",4,4,2,3,2,"banana","AIL_bot_rebuttal"
"3604",633,"上海上海","AIL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,5,1,1,"banana","AIL_bot_rebuttal"
"3605",634,"湖北武汉","NewsL","bot_rebuttal","1",2,"bot_TRUE","rebuttal_TRUE",5,5,3,2,5,"banana","NewsL_bot_rebuttal"
"3606",638,"广东广州","AIL","bot_rebuttal","2",2,"bot_TRUE","rebuttal_TRUE",5,5,4,5,3,"banana","AIL_bot_rebuttal"
"3607",639,"湖北武汉","NewsL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",5,5,3,2,1,"banana","NewsL_bot_rebuttal"
"3608",647,"海南海口","NewsL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",4,4,2,2,1,"banana","NewsL_bot_rebuttal"
"3609",649,"山东青岛","NewsL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,4,1,1,"banana","NewsL_bot_rebuttal"
"3610",654,"北京北京","AIL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",5,5,4,1,1,"banana","AIL_bot_rebuttal"
"3611",655,"吉林长春","AIL","bot_rebuttal","2",5,"bot_TRUE","rebuttal_TRUE",4,4,2,2,2,"banana","AIL_bot_rebuttal"
"3612",659,"黑龙江哈尔滨","AIL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",4,4,2,4,5,"banana","AIL_bot_rebuttal"
"3613",661,"湖南永州","NewsL","bot_rebuttal","2",2,"bot_TRUE","rebuttal_TRUE",4,2,1,3,3,"banana","NewsL_bot_rebuttal"
"3614",665,"江苏苏州","AIL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",5,5,4,4,4,"banana","AIL_bot_rebuttal"
"3615",667,"福建莆田","AIL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",4,4,2,4,5,"banana","AIL_bot_rebuttal"
"3616",668,"山东菏泽","AIL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",4,1,1,4,2,"banana","AIL_bot_rebuttal"
"3617",669,"四川成都","AIL","bot_rebuttal","2",2,"bot_TRUE","rebuttal_TRUE",5,5,3,4,4,"banana","AIL_bot_rebuttal"
"3618",670,"广东珠海","AIL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,4,3,5,"banana","AIL_bot_rebuttal"
"3619",671,"重庆重庆","NewsL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",4,4,2,2,2,"banana","NewsL_bot_rebuttal"
"3620",672,"上海上海","NewsL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",5,5,5,2,2,"banana","NewsL_bot_rebuttal"
"3621",673,"广东佛山","NewsL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,4,3,4,"banana","NewsL_bot_rebuttal"
"3622",675,"陕西渭南","AIL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",4,3,2,3,2,"banana","AIL_bot_rebuttal"
"3623",676,"辽宁大连","AIL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",5,5,3,1,2,"banana","AIL_bot_rebuttal"
"3624",679,"北京北京","AIL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",5,5,4,4,4,"banana","AIL_bot_rebuttal"
"3625",680,"陕西西安","NewsL","bot_rebuttal","1",2,"bot_TRUE","rebuttal_TRUE",5,4,2,3,2,"banana","NewsL_bot_rebuttal"
"3626",682,"福建福州","AIL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,3,5,4,"banana","AIL_bot_rebuttal"
"3627",686,"黑龙江绥化","NewsL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",3,1,1,4,4,"banana","NewsL_bot_rebuttal"
"3628",689,"河北秦皇岛","AIL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",4,4,2,4,3,"banana","AIL_bot_rebuttal"
"3629",691,"山东泰安","NewsL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",4,4,2,4,3,"banana","NewsL_bot_rebuttal"
"3630",699,"广东东莞","AIL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,4,2,1,"banana","AIL_bot_rebuttal"
"3631",701,"黑龙江大庆","NewsL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",4,4,2,3,4,"banana","NewsL_bot_rebuttal"
"3632",705,"江苏盐城","AIL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",4,4,2,3,2,"banana","AIL_bot_rebuttal"
"3633",706,"山东烟台","AIL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",5,5,3,4,4,"banana","AIL_bot_rebuttal"
"3634",707,"山东济南","AIL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,3,1,2,"banana","AIL_bot_rebuttal"
"3635",709,"浙江嘉兴","NewsL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",5,5,4,5,4,"banana","NewsL_bot_rebuttal"
"3636",714,"湖北武汉","AIL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",5,5,3,4,4,"banana","AIL_bot_rebuttal"
"3637",715,"四川成都","NewsL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",5,5,3,1,1,"banana","NewsL_bot_rebuttal"
"3638",718,"河北石家庄","NewsL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",4,4,2,2,4,"banana","NewsL_bot_rebuttal"
"3639",719,"四川成都","AIL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",5,5,3,3,3,"banana","AIL_bot_rebuttal"
"3640",721,"新疆乌鲁木齐","AIL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",4,4,2,3,1,"banana","AIL_bot_rebuttal"
"3641",724,"山西长治","AIL","bot_rebuttal","2",5,"bot_TRUE","rebuttal_TRUE",4,3,2,4,3,"banana","AIL_bot_rebuttal"
"3642",725,"四川成都","AIL","bot_rebuttal","2",2,"bot_TRUE","rebuttal_TRUE",5,5,3,2,3,"banana","AIL_bot_rebuttal"
"3643",727,"云南昆明","AIL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,3,1,3,"banana","AIL_bot_rebuttal"
"3644",728,"浙江宁波","AIL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,4,4,4,"banana","AIL_bot_rebuttal"
"3645",729,"天津天津","NewsL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",5,5,3,1,2,"banana","NewsL_bot_rebuttal"
"3646",732,"广东广州","AIL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",5,5,4,1,1,"banana","AIL_bot_rebuttal"
"3647",736,"辽宁大连","AIL","bot_rebuttal","2",2,"bot_TRUE","rebuttal_TRUE",5,5,3,4,4,"banana","AIL_bot_rebuttal"
"3648",737,"海南海口","AIL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",4,4,2,4,5,"banana","AIL_bot_rebuttal"
"3649",746,"湖北武汉","NewsL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",5,5,3,2,3,"banana","NewsL_bot_rebuttal"
"3650",747,"甘肃兰州","NewsL","bot_rebuttal","1",5,"bot_TRUE","rebuttal_TRUE",4,4,2,3,1,"banana","NewsL_bot_rebuttal"
"3651",754,"广东广州","AIL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",5,5,4,4,4,"banana","AIL_bot_rebuttal"
"3652",757,"广东广州","AIL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",5,5,4,2,3,"banana","AIL_bot_rebuttal"
"3653",759,"湖北武汉","AIL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",5,5,3,3,4,"banana","AIL_bot_rebuttal"
"3654",763,"河北廊坊","NewsL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,3,3,4,"banana","NewsL_bot_rebuttal"
"3655",764,"四川成都","NewsL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",5,5,3,3,3,"banana","NewsL_bot_rebuttal"
"3656",766,"湖北武汉","AIL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",5,5,3,2,1,"banana","AIL_bot_rebuttal"
"3657",771,"湖南长沙","AIL","bot_rebuttal","1",2,"bot_TRUE","rebuttal_TRUE",5,5,4,5,5,"banana","AIL_bot_rebuttal"
"3658",773,"广东深圳","AIL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",5,5,4,4,4,"banana","AIL_bot_rebuttal"
"3659",775,"江西新余","NewsL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",4,4,2,3,3,"banana","NewsL_bot_rebuttal"
"3660",781,"河北石家庄","AIL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",4,4,2,4,5,"banana","AIL_bot_rebuttal"
"3661",784,"重庆重庆","AIL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",4,4,2,3,2,"banana","AIL_bot_rebuttal"
"3662",788,"广东广州","NewsL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",5,5,4,4,4,"banana","NewsL_bot_rebuttal"
"3663",789,"四川成都","NewsL","bot_rebuttal","2",6,"bot_TRUE","rebuttal_TRUE",5,5,3,4,4,"banana","NewsL_bot_rebuttal"
"3664",790,"山东潍坊","NewsL","bot_rebuttal","2",5,"bot_TRUE","rebuttal_TRUE",5,4,2,1,1,"banana","NewsL_bot_rebuttal"
"3665",802,"湖南长沙","AIL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",5,5,4,4,3,"banana","AIL_bot_rebuttal"
"3666",805,"云南临沧","NewsL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",4,1,1,4,5,"banana","NewsL_bot_rebuttal"
"3667",806,"浙江杭州","NewsL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",5,5,4,4,4,"banana","NewsL_bot_rebuttal"
"3668",807,"黑龙江哈尔滨","AIL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",4,4,2,4,3,"banana","AIL_bot_rebuttal"
"3669",809,"山东临沂","AIL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",4,4,2,2,1,"banana","AIL_bot_rebuttal"
"3670",810,"湖北随州","AIL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",4,1,1,4,3,"banana","AIL_bot_rebuttal"
"3671",814,"上海上海","NewsL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,5,2,4,"banana","NewsL_bot_rebuttal"
"3672",816,"贵州黔东南","NewsL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",4,2,2,4,4,"banana","NewsL_bot_rebuttal"
"3673",818,"上海上海","AIL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",5,5,5,2,2,"banana","AIL_bot_rebuttal"
"3674",825,"北京北京","AIL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,4,2,4,"banana","AIL_bot_rebuttal"
"3675",827,"北京北京","NewsL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",5,5,4,2,2,"banana","NewsL_bot_rebuttal"
"3676",828,"重庆重庆","AIL","bot_rebuttal","2",2,"bot_TRUE","rebuttal_TRUE",4,4,2,5,2,"banana","AIL_bot_rebuttal"
"3677",829,"河南周口","NewsL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",4,1,1,2,1,"banana","NewsL_bot_rebuttal"
"3678",833,"辽宁葫芦岛","AIL","bot_rebuttal","1",2,"bot_TRUE","rebuttal_TRUE",4,1,1,2,1,"banana","AIL_bot_rebuttal"
"3679",835,"上海上海","NewsL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",5,5,5,3,1,"banana","NewsL_bot_rebuttal"
"3680",839,"湖北武汉","NewsL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,3,3,3,"banana","NewsL_bot_rebuttal"
"3681",842,"广东深圳","NewsL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",5,5,4,2,2,"banana","NewsL_bot_rebuttal"
"3682",843,"广西柳州","NewsL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",4,3,2,4,4,"banana","NewsL_bot_rebuttal"
"3683",846,"河南郑州","AIL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",4,4,2,4,3,"banana","AIL_bot_rebuttal"
"3684",849,"湖北鄂州","AIL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",4,3,2,4,5,"banana","AIL_bot_rebuttal"
"3685",851,"江苏苏州","AIL","bot_rebuttal","1",2,"bot_TRUE","rebuttal_TRUE",5,5,4,4,4,"banana","AIL_bot_rebuttal"
"3686",853,"广东深圳","AIL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",5,5,4,4,4,"banana","AIL_bot_rebuttal"
"3687",860,"河南郑州","AIL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",4,4,2,4,4,"banana","AIL_bot_rebuttal"
"3688",862,"浙江台州","AIL","bot_rebuttal","2",2,"bot_TRUE","rebuttal_TRUE",5,5,4,4,4,"banana","AIL_bot_rebuttal"
"3689",863,"福建福州","NewsL","bot_rebuttal","2",2,"bot_TRUE","rebuttal_TRUE",5,5,3,2,2,"banana","NewsL_bot_rebuttal"
"3690",869,"北京北京","AIL","bot_rebuttal","2",5,"bot_TRUE","rebuttal_TRUE",5,5,4,5,4,"banana","AIL_bot_rebuttal"
"3691",871,"广西南宁","AIL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",4,3,2,4,3,"banana","AIL_bot_rebuttal"
"3692",872,"甘肃平凉","AIL","bot_rebuttal","2",3,"bot_TRUE","rebuttal_TRUE",4,1,1,2,2,"banana","AIL_bot_rebuttal"
"3693",879,"辽宁大连","NewsL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",5,5,3,1,1,"banana","NewsL_bot_rebuttal"
"3694",883,"北京北京","AIL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,4,2,2,"banana","AIL_bot_rebuttal"
"3695",886,"重庆重庆","AIL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",4,4,2,2,1,"banana","AIL_bot_rebuttal"
"3696",891,"广东东莞","AIL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,4,3,3,"banana","AIL_bot_rebuttal"
"3697",895,"上海上海","AIL","bot_rebuttal","1",4,"bot_TRUE","rebuttal_TRUE",5,5,5,2,3,"banana","AIL_bot_rebuttal"
"3698",899,"山东青岛","NewsL","bot_rebuttal","2",2,"bot_TRUE","rebuttal_TRUE",5,5,4,2,1,"banana","NewsL_bot_rebuttal"
"3699",901,"北京北京","NewsL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",5,5,4,2,1,"banana","NewsL_bot_rebuttal"
"3700",915,"黑龙江佳木斯","AIL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",4,1,1,4,2,"banana","AIL_bot_rebuttal"
"3701",917,"江西南昌","AIL","bot_rebuttal","2",4,"bot_TRUE","rebuttal_TRUE",5,5,3,4,3,"banana","AIL_bot_rebuttal"
"3702",921,"江苏苏州","NewsL","bot_rebuttal","1",2,"bot_TRUE","rebuttal_TRUE",5,5,4,1,5,"banana","NewsL_bot_rebuttal"
"3703",926,"河南安阳","NewsL","bot_rebuttal","1",3,"bot_TRUE","rebuttal_TRUE",4,2,2,4,4,"banana","NewsL_bot_rebuttal"
