"","uid","articleId1","realness","accuracy"
"1151",173,"10",4,5
"1152",174,"12",5,4
"1153",176,"12",4,3
"1154",177,"12",4,5
"1155",178,"10",5,5
"1156",179,"10",2,1
"1157",180,"12",3,3
"1158",181,"10",4,5
"1159",183,"11",5,4
"1160",184,"10",3,3
"1161",185,"10",2,1
"1162",186,"11",4,5
"1163",187,"12",3,4
"1164",188,"10",4,5
"1165",189,"10",3,3
"1166",190,"12",4,2
"1167",191,"11",1,1
"1168",192,"12",1,1
"1169",193,"11",3,2
"1170",194,"11",5,5
"1171",195,"10",4,4
"1172",196,"12",5,5
"1173",197,"12",5,4
"1174",198,"10",1,2
"1175",199,"12",4,4
"1176",200,"11",4,4
"1177",201,"12",4,5
"1178",202,"10",3,3
"1179",203,"10",4,3
"1180",204,"12",3,3
"1181",205,"10",4,3
"1182",206,"10",4,4
"1183",207,"12",1,1
"1184",208,"10",3,4
"1185",209,"11",5,5
"1186",210,"12",4,4
"1187",211,"12",4,4
"1188",212,"12",4,4
"1189",213,"12",2,3
"1190",214,"12",5,5
"1191",215,"12",2,1
"1192",216,"12",1,1
"1193",217,"11",2,1
"1194",218,"12",4,3
"1195",219,"12",5,5
"1196",220,"10",3,3
"1197",221,"11",5,5
"1198",223,"10",4,4
"1199",224,"12",4,3
"1200",225,"11",3,3
"1201",226,"11",3,5
"1202",227,"10",3,3
"1203",228,"10",3,4
"1204",229,"12",4,4
"1205",230,"11",4,2
"1206",231,"12",4,4
"1207",232,"11",4,4
"1208",233,"11",4,4
"1209",234,"11",1,1
"1210",235,"10",4,4
"1211",236,"10",1,1
"1212",237,"10",4,4
"1213",238,"12",4,2
"1214",239,"12",5,4
"1215",240,"11",5,4
"1216",241,"12",5,5
"1217",243,"11",4,4
"1218",244,"11",4,4
"1219",245,"11",2,2
"1220",246,"10",5,5
"1221",247,"12",4,5
"1222",248,"10",4,4
"1223",249,"10",3,3
"1224",250,"11",4,3
"1225",251,"12",5,5
"1226",252,"10",5,4
"1227",253,"10",4,4
"1228",254,"10",3,4
"1229",255,"11",5,4
"1230",256,"11",2,1
"1231",257,"10",4,4
"1232",258,"11",5,5
"1233",259,"12",4,3
"1234",260,"10",3,3
"1235",261,"12",4,4
"1236",262,"10",3,4
"1237",263,"11",4,4
"1238",264,"10",4,5
"1239",265,"12",4,3
"1240",266,"11",4,5
"1241",267,"12",4,4
"1242",268,"12",4,4
"1243",269,"11",5,4
"1244",270,"12",2,2
"1245",272,"10",5,5
"1246",273,"11",4,4
"1247",274,"11",3,2
"1248",275,"10",4,4
"1249",276,"12",5,5
"1250",277,"12",4,5
"1251",278,"11",2,3
"1252",279,"10",3,3
"1253",280,"11",4,4
"1254",281,"10",4,3
"1255",282,"12",4,5
"1256",283,"11",5,4
"1257",284,"10",4,4
"1258",285,"10",4,4
"1259",287,"11",5,5
"1260",288,"10",4,5
"1261",289,"12",4,5
"1262",290,"10",4,4
"1263",291,"12",5,5
"1264",293,"11",4,4
"1265",294,"11",3,2
"1266",295,"10",5,5
"1267",296,"10",4,4
"1268",297,"11",5,5
"1269",298,"10",4,4
"1270",299,"11",5,5
"1271",300,"12",5,4
"1272",301,"12",4,5
"1273",302,"11",4,4
"1274",303,"12",4,4
"1275",304,"12",3,2
"1276",305,"12",2,3
"1277",307,"10",3,3
"1278",308,"10",3,4
"1279",309,"10",5,5
"1280",310,"12",4,4
"1281",311,"11",1,1
"1282",312,"12",5,5
"1283",313,"11",3,3
"1284",314,"12",2,1
"1285",315,"11",3,4
"1286",316,"10",4,3
"1287",317,"11",3,3
"1288",318,"12",4,3
"1289",319,"12",4,5
"1290",320,"11",4,4
"1291",321,"11",4,4
"1292",322,"12",3,4
"1293",323,"10",4,5
"1294",324,"11",3,4
"1295",325,"10",2,2
"1296",326,"12",5,4
"1297",327,"10",3,3
"1298",328,"10",4,4
"1299",329,"10",3,4
"1300",330,"12",4,3
"1301",331,"12",3,4
"1302",332,"12",3,4
"1303",333,"10",3,4
"1304",334,"10",3,4
"1305",335,"11",5,5
"1306",336,"10",4,5
"1307",337,"11",4,5
"1308",338,"10",1,2
"1309",339,"12",2,2
"1310",340,"11",5,4
"1311",341,"12",4,3
"1312",342,"11",4,3
"1313",1,"13",3,4
"1314",2,"14",4,3
"1315",3,"15",4,4
"1316",4,"14",4,5
"1317",5,"14",4,5
"1318",6,"14",4,5
"1319",7,"13",3,4
"1320",8,"13",3,3
"1321",9,"15",4,3
"1322",10,"15",3,4
"1323",11,"13",5,5
"1324",12,"13",4,4
"1325",13,"14",4,4
"1326",14,"14",4,4
"1327",15,"14",4,4
"1328",16,"14",4,3
"1329",18,"15",2,2
"1330",19,"15",4,5
"1331",20,"13",5,4
"1332",21,"15",4,4
"1333",22,"15",4,4
"1334",23,"13",3,3
"1335",24,"14",1,1
"1336",25,"14",5,4
"1337",26,"13",4,4
"1338",27,"15",4,4
"1339",28,"14",4,3
"1340",29,"15",4,4
"1341",30,"14",2,1
"1342",31,"15",3,4
"1343",32,"14",4,4
"1344",33,"15",3,4
"1345",34,"15",3,2
"1346",35,"13",3,3
"1347",36,"13",4,4
"1348",37,"13",4,5
"1349",38,"13",4,3
"1350",39,"14",3,3
"1351",40,"15",4,4
"1352",41,"14",1,2
"1353",42,"14",4,3
"1354",43,"14",4,3
"1355",44,"15",5,5
"1356",45,"13",4,5
"1357",46,"14",3,4
"1358",47,"15",4,4
"1359",48,"15",3,4
"1360",49,"14",3,4
"1361",50,"15",1,1
"1362",51,"13",5,4
"1363",52,"14",2,2
"1364",53,"13",3,3
"1365",55,"14",2,1
"1366",56,"15",5,4
"1367",57,"14",2,3
"1368",58,"13",4,5
"1369",59,"14",3,3
"1370",60,"15",4,4
"1371",61,"13",3,3
"1372",62,"13",2,2
"1373",63,"15",1,1
"1374",64,"14",4,4
"1375",65,"13",3,4
"1376",66,"15",4,5
"1377",67,"15",4,4
"1378",68,"13",5,4
"1379",69,"15",4,3
"1380",70,"13",3,3
"1381",71,"13",3,3
"1382",72,"15",2,2
"1383",73,"14",3,5
"1384",74,"14",2,2
"1385",75,"15",5,5
"1386",76,"14",3,4
"1387",77,"15",3,3
"1388",78,"13",5,5
"1389",79,"13",4,3
"1390",82,"14",2,2
"1391",83,"15",3,4
"1392",84,"13",2,1
"1393",85,"15",4,4
"1394",86,"14",4,3
"1395",87,"13",2,2
"1396",88,"14",2,3
"1397",89,"14",2,3
"1398",90,"14",3,4
"1399",91,"13",5,5
"1400",92,"14",4,5
"1401",93,"15",4,4
"1402",94,"15",2,2
"1403",95,"14",3,3
"1404",96,"14",1,2
"1405",97,"13",4,5
"1406",98,"13",5,5
"1407",99,"13",4,3
"1408",100,"15",5,4
"1409",101,"13",4,3
"1410",102,"14",4,2
"1411",103,"14",4,3
"1412",104,"14",2,2
"1413",105,"15",4,4
"1414",106,"15",5,5
"1415",107,"13",5,5
"1416",108,"13",4,4
"1417",109,"15",3,4
"1418",110,"13",5,5
"1419",111,"13",4,5
"1420",112,"14",5,4
"1421",113,"15",5,5
"1422",114,"14",2,2
"1423",115,"15",4,4
"1424",116,"15",4,4
"1425",117,"13",5,5
"1426",118,"15",5,5
"1427",119,"15",3,4
"1428",120,"14",4,4
"1429",121,"15",2,3
"1430",122,"15",5,5
"1431",123,"14",4,5
"1432",124,"14",2,2
"1433",125,"14",5,5
"1434",126,"13",4,3
"1435",127,"15",4,5
"1436",128,"13",2,2
"1437",129,"13",4,4
"1438",130,"14",3,2
"1439",131,"15",4,5
"1440",132,"13",4,5
"1441",133,"14",1,1
"1442",134,"15",4,3
"1443",135,"14",3,2
"1444",136,"14",4,3
"1445",137,"13",2,3
"1446",138,"14",5,4
"1447",139,"13",5,5
"1448",140,"13",5,5
"1449",141,"15",2,3
"1450",142,"15",4,4
"1451",143,"14",4,3
"1452",144,"15",4,4
"1453",145,"13",3,4
"1454",146,"14",3,4
"1455",147,"14",1,1
"1456",148,"13",5,5
"1457",149,"13",3,3
"1458",150,"14",4,4
"1459",151,"14",4,3
"1460",152,"13",4,4
"1461",153,"15",5,5
"1462",154,"15",3,4
"1463",155,"13",4,4
"1464",156,"13",4,4
"1465",157,"15",5,4
"1466",158,"14",4,4
"1467",159,"13",5,4
"1468",160,"13",4,4
"1469",161,"15",4,4
"1470",162,"15",3,3
"1471",163,"14",2,2
"1472",164,"13",5,5
"1473",165,"14",2,2
"1474",167,"13",4,3
"1475",168,"13",1,1
"1476",169,"15",3,4
"1477",170,"14",3,2
"1478",171,"13",3,2
"1479",173,"15",4,5
"1480",174,"13",4,4
"1481",176,"15",3,3
"1482",177,"14",3,3
"1483",178,"15",4,5
"1484",179,"15",1,1
"1485",180,"15",3,4
"1486",181,"13",4,5
"1487",183,"14",2,3
"1488",184,"14",2,3
"1489",185,"13",2,1
"1490",186,"13",4,4
"1491",187,"15",3,4
"1492",188,"13",4,3
"1493",189,"14",2,2
"1494",190,"13",4,2
"1495",191,"15",5,5
"1496",192,"14",2,1
"1497",193,"14",4,4
"1498",194,"14",4,3
"1499",195,"14",5,5
"1500",196,"13",5,5
"1501",197,"13",4,2
"1502",198,"13",2,1
"1503",199,"15",3,4
"1504",200,"15",4,4
"1505",201,"13",4,4
"1506",202,"13",5,4
"1507",203,"14",2,4
"1508",204,"14",3,3
"1509",205,"13",4,4
"1510",206,"13",3,3
"1511",207,"15",1,1
"1512",208,"14",4,4
"1513",209,"15",3,3
"1514",210,"15",3,3
"1515",211,"15",4,5
"1516",212,"14",2,3
"1517",213,"13",3,3
"1518",214,"15",5,5
"1519",215,"15",3,3
"1520",216,"13",5,3
"1521",217,"14",2,1
"1522",218,"15",4,4
"1523",219,"15",4,2
"1524",220,"13",3,3
"1525",221,"13",5,4
"1526",223,"13",4,4
"1527",224,"15",5,5
"1528",225,"15",3,3
"1529",226,"14",5,4
"1530",227,"13",4,4
"1531",228,"14",4,5
"1532",229,"15",4,4
"1533",230,"14",2,1
"1534",231,"15",5,4
"1535",232,"14",2,3
"1536",233,"13",4,5
"1537",234,"15",3,3
"1538",235,"14",2,1
"1539",236,"14",1,1
"1540",237,"13",5,4
"1541",238,"14",4,2
"1542",239,"13",3,3
"1543",240,"13",4,5
"1544",241,"13",5,5
"1545",243,"15",4,4
"1546",244,"14",4,4
"1547",245,"13",3,3
"1548",246,"15",4,4
"1549",247,"14",5,4
"1550",248,"13",3,3
"1551",249,"15",2,2
"1552",250,"14",4,4
"1553",251,"15",5,4
"1554",252,"15",5,4
"1555",253,"14",3,3
"1556",254,"13",5,4
"1557",255,"13",5,5
"1558",256,"15",3,1
"1559",257,"14",4,4
"1560",258,"14",3,3
"1561",259,"15",3,4
"1562",260,"13",3,3
"1563",261,"13",3,3
"1564",262,"15",5,3
"1565",263,"15",3,4
"1566",264,"15",4,4
"1567",265,"15",4,4
"1568",266,"15",3,4
"1569",267,"13",3,3
"1570",268,"14",1,1
"1571",269,"15",5,4
"1572",270,"15",4,4
"1573",272,"14",5,5
"1574",273,"14",2,3
"1575",274,"14",3,4
"1576",275,"15",4,4
"1577",276,"13",5,5
"1578",277,"15",4,4
"1579",278,"15",5,5
"1580",279,"13",4,4
"1581",280,"15",5,5
"1582",281,"13",4,4
"1583",282,"15",4,2
"1584",283,"13",4,3
"1585",284,"15",5,5
"1586",285,"13",3,1
"1587",287,"13",5,5
"1588",288,"14",5,5
"1589",289,"13",4,4
"1590",290,"15",4,4
"1591",291,"13",5,5
"1592",293,"15",4,3
"1593",294,"15",4,2
"1594",295,"13",5,5
"1595",296,"14",3,3
"1596",297,"15",5,5
"1597",298,"14",2,2
"1598",299,"13",5,5
"1599",300,"14",4,5
"1600",301,"13",3,4
"1601",302,"14",5,5
"1602",303,"14",1,2
"1603",304,"14",3,3
"1604",305,"15",3,2
"1605",307,"13",3,3
"1606",308,"14",2,2
"1607",309,"13",4,5
"1608",310,"14",2,2
"1609",311,"15",1,1
"1610",312,"13",5,5
"1611",313,"13",4,4
"1612",314,"14",1,2
"1613",315,"14",4,4
"1614",316,"13",4,4
"1615",317,"14",3,3
"1616",318,"15",4,4
"1617",319,"15",4,5
"1618",320,"14",3,3
"1619",321,"15",4,5
"1620",322,"14",3,3
"1621",323,"13",5,5
"1622",324,"13",4,3
"1623",325,"15",2,2
"1624",326,"15",4,5
"1625",327,"14",3,4
"1626",328,"13",4,4
"1627",329,"14",3,3
"1628",330,"14",2,1
"1629",331,"15",3,4
"1630",332,"13",4,3
"1631",333,"13",4,5
"1632",334,"14",3,4
"1633",335,"15",1,1
"1634",336,"14",2,2
"1635",337,"13",5,4
"1636",338,"14",4,2
"1637",339,"15",2,2
"1638",340,"14",5,4
"1639",341,"14",4,5
"1640",342,"13",4,4
"1641",1,"16",2,3
"1642",2,"17",4,3
"1643",3,"17",2,2
"1644",4,"17",4,3
"1645",5,"17",4,5
"1646",6,"16",1,1
"1647",7,"16",2,3
"1648",8,"17",3,3
"1649",9,"16",5,4
"1650",10,"16",4,3
"1651",11,"17",5,4
"1652",12,"16",3,3
"1653",13,"16",3,3
"1654",14,"17",3,3
"1655",15,"16",4,4
"1656",16,"17",4,3
"1657",18,"16",1,1
"1658",19,"16",1,1
"1659",20,"17",5,5
"1660",21,"16",4,4
"1661",22,"16",2,2
"1662",23,"17",3,3
"1663",24,"16",2,2
"1664",25,"16",5,5
"1665",26,"17",3,3
"1666",27,"17",3,2
"1667",28,"16",3,3
"1668",29,"16",2,1
"1669",30,"16",3,3
"1670",31,"16",3,4
"1671",32,"17",3,3
"1672",33,"17",3,4
"1673",34,"17",4,4
"1674",35,"17",2,2
"1675",36,"17",4,4
"1676",37,"17",2,5
"1677",38,"17",4,4
"1678",39,"16",4,4
"1679",40,"17",3,3
"1680",41,"16",3,3
"1681",42,"16",3,4
"1682",43,"16",4,4
"1683",44,"17",5,5
"1684",45,"17",3,5
"1685",46,"16",4,3
"1686",47,"16",5,4
"1687",48,"16",4,4
"1688",49,"16",2,1
"1689",50,"16",1,2
"1690",51,"17",2,2
"1691",52,"17",3,3
"1692",53,"16",4,4
"1693",55,"16",4,4
"1694",56,"17",5,4
"1695",57,"16",3,3
"1696",58,"17",5,4
"1697",59,"16",5,5
"1698",60,"16",3,2
"1699",61,"16",4,3
"1700",62,"17",3,3
"1701",63,"17",1,1
"1702",64,"16",1,1
"1703",65,"17",5,3
"1704",66,"17",2,1
"1705",67,"16",1,1
"1706",68,"17",4,4
"1707",69,"16",4,3
"1708",70,"17",3,4
"1709",71,"16",2,2
"1710",72,"17",4,3
"1711",73,"17",3,5
"1712",74,"16",3,3
"1713",75,"17",5,5
"1714",76,"16",3,4
"1715",77,"17",5,4
"1716",78,"16",2,3
"1717",79,"16",3,3
"1718",82,"17",1,1
"1719",83,"17",1,3
"1720",84,"16",3,2
"1721",85,"17",3,2
"1722",86,"16",3,4
"1723",87,"17",2,2
"1724",88,"16",3,2
"1725",89,"16",4,2
"1726",90,"17",4,3
"1727",91,"17",4,5
"1728",92,"17",5,5
"1729",93,"17",4,4
"1730",94,"17",4,4
"1731",95,"17",3,4
"1732",96,"16",3,2
"1733",97,"16",4,5
"1734",98,"17",5,4
"1735",99,"16",5,3
"1736",100,"17",2,2
"1737",101,"17",2,3
"1738",102,"17",4,3
"1739",103,"16",4,3
"1740",104,"17",2,1
"1741",105,"16",4,3
"1742",106,"17",3,4
"1743",107,"17",3,3
"1744",108,"16",4,3
"1745",109,"16",3,4
"1746",110,"16",4,4
"1747",111,"17",5,4
"1748",112,"17",4,5
"1749",113,"17",5,5
"1750",114,"16",3,3
"1751",115,"16",3,3
"1752",116,"17",3,3
"1753",117,"16",5,5
"1754",118,"17",5,5
"1755",119,"16",5,4
"1756",120,"17",5,5
"1757",121,"16",4,4
"1758",122,"16",4,4
"1759",123,"17",4,3
"1760",124,"16",2,2
"1761",125,"16",4,4
"1762",126,"16",4,2
"1763",127,"16",5,4
"1764",128,"17",3,4
"1765",129,"17",5,4
"1766",130,"16",3,3
"1767",131,"17",5,4
"1768",132,"17",2,1
"1769",133,"17",1,1
"1770",134,"16",2,3
"1771",135,"17",3,3
"1772",136,"16",5,4
"1773",137,"16",2,3
"1774",138,"16",4,4
"1775",139,"16",4,4
"1776",140,"17",4,3
"1777",141,"16",3,3
"1778",142,"17",5,5
"1779",143,"16",3,2
"1780",144,"16",4,4
"1781",145,"17",4,3
"1782",146,"16",1,2
"1783",147,"17",4,3
"1784",148,"16",3,3
"1785",149,"16",3,3
"1786",150,"17",3,4
"1787",151,"17",2,3
"1788",152,"17",4,3
"1789",153,"17",3,3
"1790",154,"16",4,3
"1791",155,"17",4,3
"1792",156,"16",4,4
"1793",157,"16",4,4
"1794",158,"16",1,1
"1795",159,"17",4,5
"1796",160,"16",4,4
"1797",161,"16",4,3
"1798",162,"17",4,4
"1799",163,"17",1,2
"1800",164,"16",4,4
"1801",165,"16",3,3
"1802",167,"16",4,4
"1803",168,"17",2,1
"1804",169,"16",4,4
"1805",170,"17",4,5
"1806",171,"17",2,2
"1807",173,"17",5,4
"1808",174,"16",5,4
"1809",176,"17",5,4
"1810",177,"17",5,5
"1811",178,"17",5,5
"1812",179,"17",1,1
"1813",180,"16",5,5
"1814",181,"16",4,4
"1815",183,"16",3,2
"1816",184,"17",4,4
"1817",185,"16",4,4
"1818",186,"16",4,5
"1819",187,"17",3,2
"1820",188,"17",4,4
"1821",189,"17",4,4
"1822",190,"16",3,4
"1823",191,"16",5,5
"1824",192,"16",4,3
"1825",193,"17",5,4
"1826",194,"17",2,2
"1827",195,"16",4,4
"1828",196,"17",5,5
"1829",197,"17",2,4
"1830",198,"16",3,2
"1831",199,"17",4,4
"1832",200,"16",5,4
"1833",201,"17",5,5
"1834",202,"17",4,3
"1835",203,"16",4,3
"1836",204,"17",5,4
"1837",205,"16",3,4
"1838",206,"16",2,2
"1839",207,"16",2,2
"1840",208,"16",2,3
"1841",209,"16",5,5
"1842",210,"17",4,4
"1843",211,"16",3,3
"1844",212,"16",3,3
"1845",213,"17",3,3
"1846",214,"17",4,4
"1847",215,"17",2,1
"1848",216,"16",5,5
"1849",217,"17",3,2
"1850",218,"16",2,2
"1851",219,"17",3,4
"1852",220,"16",4,3
"1853",221,"17",4,5
"1854",223,"17",4,4
"1855",224,"17",3,3
"1856",225,"17",3,3
"1857",226,"16",3,4
"1858",227,"17",3,3
"1859",228,"16",4,5
"1860",229,"16",3,3
"1861",230,"16",3,2
"1862",231,"16",4,4
"1863",232,"17",3,4
"1864",233,"16",5,4
"1865",234,"16",2,1
"1866",235,"17",4,4
"1867",236,"17",2,2
"1868",237,"16",4,4
"1869",238,"17",2,3
"1870",239,"17",2,2
"1871",240,"16",4,4
"1872",241,"16",4,4
"1873",243,"16",5,5
"1874",244,"17",4,5
"1875",245,"16",3,3
"1876",246,"17",4,4
"1877",247,"17",4,5
"1878",248,"17",3,4
"1879",249,"16",4,3
"1880",250,"16",3,2
"1881",251,"16",4,5
"1882",252,"16",5,4
"1883",253,"17",2,2
"1884",254,"16",4,4
"1885",255,"16",4,5
"1886",256,"16",2,1
"1887",257,"17",5,5
"1888",258,"17",2,2
"1889",259,"17",4,3
"1890",260,"17",2,2
"1891",261,"17",2,2
"1892",262,"17",2,1
"1893",263,"16",4,4
"1894",264,"17",4,5
"1895",265,"17",3,3
"1896",266,"16",4,3
"1897",267,"17",3,3
"1898",268,"16",3,3
"1899",269,"17",2,1
"1900",270,"17",2,2
"1901",272,"16",5,5
"1902",273,"16",4,4
"1903",274,"17",4,5
"1904",275,"17",4,4
"1905",276,"17",5,5
"1906",277,"17",5,4
"1907",278,"17",5,5
"1908",279,"17",2,2
"1909",280,"17",4,4
"1910",281,"16",5,4
"1911",282,"17",5,5
"1912",283,"17",3,2
"1913",284,"17",2,2
"1914",285,"16",4,4
"1915",287,"17",5,4
"1916",288,"17",4,3
"1917",289,"16",5,5
"1918",290,"16",4,4
"1919",291,"17",4,4
"1920",293,"17",4,3
"1921",294,"16",1,2
"1922",295,"17",5,5
"1923",296,"16",4,4
"1924",297,"16",5,5
"1925",298,"17",4,4
"1926",299,"16",3,3
"1927",300,"16",5,4
"1928",301,"16",3,4
"1929",302,"17",1,2
"1930",303,"17",1,1
"1931",304,"16",3,2
"1932",305,"16",3,2
"1933",307,"17",4,4
"1934",308,"16",3,4
"1935",309,"16",2,2
"1936",310,"16",2,2
"1937",311,"16",1,1
"1938",312,"17",5,5
"1939",313,"16",4,4
"1940",314,"17",2,2
"1941",315,"17",5,4
"1942",316,"16",3,3
"1943",317,"17",2,3
"1944",318,"16",4,5
"1945",319,"17",4,5
"1946",320,"16",3,3
"1947",321,"16",3,3
"1948",322,"16",3,4
"1949",323,"17",2,2
"1950",324,"17",4,5
"1951",325,"16",3,3
"1952",326,"17",4,3
"1953",327,"16",3,3
"1954",328,"17",2,3
"1955",329,"16",3,4
"1956",330,"17",3,4
"1957",331,"16",3,3
"1958",332,"17",4,3
"1959",333,"17",4,3
"1960",334,"16",3,3
"1961",335,"16",1,1
"1962",336,"16",4,4
"1963",337,"17",4,5
"1964",338,"17",1,1
"1965",339,"16",4,4
"1966",340,"16",5,4
"1967",341,"16",3,3
"1968",342,"16",2,1
