"","uid","residence","gender","age","group","bot_dummy","rebuttal_dummy","income_national","income_sample","income_sample_abs","accuracy","worth","articleId"
"2895","772","广东广州","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,4,4,"mushroom"
"2896","775","安徽阜阳","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,2,3,3,"mushroom"
"2897","779","湖南长沙","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,4,3,"mushroom"
"2898","782","江苏苏州","2",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,2,2,"mushroom"
"2899","790","北京北京","2",7,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,1,2,"mushroom"
"2900","793","甘肃酒泉","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,5,5,"mushroom"
"2901","794","天津天津","1",6,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,4,5,"mushroom"
"2902","795","河北衡水","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,1,3,4,"mushroom"
"2903","796","浙江杭州","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,3,3,"mushroom"
"2904","798","辽宁沈阳","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,5,4,"mushroom"
"2905","799","广东深圳","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,1,2,"mushroom"
"2906","800","河南郑州","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,1,1,"mushroom"
"2907","823","河南洛阳","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,4,4,"mushroom"
"2908","824","重庆重庆","1",5,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,3,3,"mushroom"
"2909","840","浙江杭州","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,5,4,"mushroom"
"2910","865","山西太原","1",6,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,3,2,"mushroom"
"2911","871","四川成都","2",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,2,1,"mushroom"
"2912","876","江苏常州","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,5,4,"mushroom"
"2913","878","广东深圳","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,4,3,"mushroom"
"2914","883","河北邢台","1",5,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,1,1,1,"mushroom"
"2915","891","辽宁大连","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,1,1,"mushroom"
"2916","894","安徽阜阳","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,2,4,5,"mushroom"
"2917","895","江苏扬州","1",5,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,4,4,"mushroom"
"2918","896","安徽合肥","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,4,4,"mushroom"
"2919","897","江苏连云港","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,3,2,4,5,"mushroom"
"2920","901","江苏盐城","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,2,1,"mushroom"
"2921","903","辽宁沈阳","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,4,4,"mushroom"
"2922","904","河南开封","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,1,1,3,1,"mushroom"
"2923","905","山东菏泽","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,1,1,4,3,"mushroom"
"2924","907","广西南宁","2",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,3,2,4,5,"mushroom"
"2925","911","河北廊坊","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,5,4,"mushroom"
"2926","915","北京北京","2",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,5,4,"mushroom"
"2927","917","河北石家庄","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,4,4,"mushroom"
"2928","918","广东广州","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,4,4,"mushroom"
"2929","922","山东临沂","2",1,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,4,4,"mushroom"
"2930","925","河北秦皇岛","1",5,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,2,2,"mushroom"
"2931","933","广东汕头","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,1,1,4,3,"mushroom"
"2932","935","河南洛阳","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,2,2,"mushroom"
"2933","938","云南玉溪","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,4,5,"mushroom"
"2934","939","广东广州","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,4,3,"mushroom"
"2935","941","广西玉林","2",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,3,2,2,4,"mushroom"
"2936","948","湖北武汉","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,2,2,"mushroom"
"2937","950","广东广州","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,4,3,"mushroom"
"2938","953","重庆重庆","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,4,3,"mushroom"
"2939","961","黑龙江鹤岗","2",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",3,1,1,2,3,"mushroom"
"2940","966","河北保定","2",5,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,2,1,2,"mushroom"
"2941","969","北京北京","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,4,3,"mushroom"
"2942","979","广东广州","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,1,2,"mushroom"
"2943","985","湖南娄底","2",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,1,3,3,"mushroom"
"2944","989","广东广州","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,4,4,"mushroom"
"2945","993","河南郑州","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,4,3,"mushroom"
"2946","994","上海上海","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,5,3,3,"mushroom"
"2947","999","天津天津","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,4,1,"mushroom"
"2948","1010","上海上海","1",5,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,5,3,4,"mushroom"
"2949","1014","广东东莞","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,4,3,"mushroom"
"2950","1021","河南郑州","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,3,3,"mushroom"
"2951","1027","江苏南京","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,1,1,"mushroom"
"2952","1029","浙江杭州","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,3,5,"mushroom"
"2953","1032","安徽宿州","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,2,3,3,"mushroom"
"2954","1033","上海上海","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,5,3,5,"mushroom"
"2955","1037","湖北武汉","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,3,4,"mushroom"
"2956","1039","浙江宁波","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,5,4,"mushroom"
"2957","1040","河北沧州","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,3,2,4,4,"mushroom"
"2958","1041","天津天津","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,2,3,"mushroom"
"2959","1043","江西赣州","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,3,2,4,5,"mushroom"
"2960","1046","浙江杭州","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,2,4,"mushroom"
"2961","1047","上海上海","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,5,5,5,"mushroom"
"2962","1051","四川成都","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,3,2,"mushroom"
"2963","1063","广东深圳","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,3,2,"mushroom"
"2964","1064","广东广州","1",5,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,3,4,"mushroom"
"2965","1068","湖北武汉","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,4,4,"mushroom"
"2966","1079","河南周口","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,1,1,3,4,"mushroom"
"2967","1101","广东潮州","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",3,1,1,3,2,"mushroom"
"2968","1112","陕西西安","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,4,2,2,5,"mushroom"
"2969","1113","广东东莞","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,4,5,"mushroom"
"2970","1114","福建厦门","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,3,2,"mushroom"
"2971","1115","浙江杭州","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,3,3,"mushroom"
"2972","1121","山西太原","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,2,3,"mushroom"
"2973","1122","江苏南京","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,4,4,"mushroom"
"2974","1125","江苏徐州","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,3,2,1,2,"mushroom"
"2975","1127","江苏苏州","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,3,4,"mushroom"
"2976","1128","山东日照","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,3,2,4,2,"mushroom"
"2977","1130","内蒙古呼和浩特","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,1,2,"mushroom"
"2978","1135","宁夏中卫","1",5,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,1,1,4,3,"mushroom"
"2979","1136","广东广州","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,3,4,"mushroom"
"2980","1141","江苏苏州","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,4,5,"mushroom"
"2981","1145","陕西咸阳","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,3,2,4,4,"mushroom"
"2982","1150","重庆重庆","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,5,5,"mushroom"
"2983","1155","福建龙岩","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,4,4,"mushroom"
"2984","1157","山东潍坊","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,4,2,2,3,"mushroom"
"2985","1162","江西宜春","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,3,2,3,1,"mushroom"
"2986","1163","上海上海","2",5,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,5,4,5,"mushroom"
"2987","1167","河北唐山","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,5,4,"mushroom"
"2988","1177","河南许昌","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,1,5,4,"mushroom"
"2989","1178","广西南宁","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,3,2,3,1,"mushroom"
"2990","1181","福建龙岩","1",5,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,4,3,"mushroom"
"2991","1182","吉林长春","1",5,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,2,1,"mushroom"
"2992","1190","江苏南通","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,3,2,"mushroom"
"2993","1197","河南新乡","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,1,4,2,"mushroom"
"2994","1203","江苏南通","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,4,5,"mushroom"
"2995","1205","黑龙江大庆","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,2,4,"mushroom"
"2996","1207","江苏苏州","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,2,3,"mushroom"
"2997","1212","贵州毕节","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,2,4,3,"mushroom"
"2998","1218","湖北武汉","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,5,4,"mushroom"
"2999","1219","山东青岛","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,3,2,"mushroom"
"3000","1222","江苏南京","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,5,5,"mushroom"
"3001","1230","四川成都","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,2,2,"mushroom"
"3002","1234","河北唐山","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,5,5,"mushroom"
"3003","1235","四川巴中","1",6,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,2,5,4,"mushroom"
"3004","1236","安徽安庆","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,3,2,3,3,"mushroom"
"3005","1239","河南郑州","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,4,4,"mushroom"
"3006","1242","河北石家庄","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,2,1,"mushroom"
"3007","1245","广东潮州","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",3,1,1,4,4,"mushroom"
"3008","1247","重庆重庆","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,2,3,"mushroom"
"3009","1253","天津天津","2",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,2,1,"mushroom"
"3010","1257","上海上海","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,5,5,5,"mushroom"
"3011","1260","黑龙江鹤岗","2",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",3,1,1,1,1,"mushroom"
"3012","1265","河北石家庄","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,2,4,"mushroom"
"3013","1266","江西南昌","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,1,2,"mushroom"
"3014","1272","天津天津","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,2,1,"mushroom"
"3015","1273","河南郑州","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,3,2,"mushroom"
"3016","1275","甘肃酒泉","2",5,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,5,5,"mushroom"
"3017","1278","江苏苏州","1",5,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,3,4,"mushroom"
"3018","1279","上海上海","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,5,4,3,"mushroom"
"3019","1282","湖南湘潭","2",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,4,5,"mushroom"
"3020","1284","河北保定","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,2,1,1,"mushroom"
"3021","1286","江西赣州","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,3,2,1,1,"mushroom"
"3022","1288","广东深圳","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,4,3,"mushroom"
"3023","1294","湖南长沙","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,3,3,"mushroom"
"3024","1299","湖北十堰","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",3,1,1,4,4,"mushroom"
"3025","1305","安徽池州","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,3,2,5,5,"mushroom"
"3026","1308","浙江台州","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,4,3,"mushroom"
"3027","1310","云南昆明","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,5,5,"mushroom"
"3028","1318","内蒙古通辽","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,3,2,2,1,"mushroom"
"3029","1324","湖北武汉","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,1,1,"mushroom"
"3030","1325","河南洛阳","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,3,2,"mushroom"
"3031","1327","云南曲靖","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,3,2,3,3,"mushroom"
"3032","1329","河南许昌","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,1,4,4,"mushroom"
"3033","1344","广东江门","1",5,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,4,5,"mushroom"
"3034","1352","安徽马鞍山","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,1,1,"mushroom"
"3035","1362","浙江温州","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,3,3,"mushroom"
"3036","1365","浙江宁波","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,2,2,"mushroom"
"3037","1367","上海上海","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,5,2,2,"mushroom"
"3038","1382","江苏无锡","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,1,2,"mushroom"
"3039","1386","内蒙古乌兰察布","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,1,3,2,"mushroom"
"3040","1394","重庆重庆","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,5,5,"mushroom"
"3041","1396","广东广州","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,2,1,"mushroom"
"3042","1398","北京北京","2",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,1,1,"mushroom"
"3043","1400","山东济南","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,3,2,"mushroom"
"3044","1402","河北石家庄","2",5,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,5,4,"mushroom"
"3045","1404","海南海口","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,4,3,"mushroom"
"3046","1405","浙江杭州","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,3,4,"mushroom"
"3047","1413","北京北京","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,4,4,"mushroom"
"3048","1415","云南昆明","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,5,5,"mushroom"
"3049","1417","河南安阳","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,2,3,3,"mushroom"
"3050","1418","新疆乌鲁木齐","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,2,1,"mushroom"
"3051","1421","广西南宁","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,3,2,4,5,"mushroom"
"3052","1422","上海上海","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,5,1,1,"mushroom"
"3053","1424","河北石家庄","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,1,3,"mushroom"
"3054","1425","安徽安庆","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,3,2,4,4,"mushroom"
"3055","1436","广西南宁","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,3,2,5,5,"mushroom"
"3056","1438","福建泉州","2",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,3,2,"mushroom"
"3057","1444","河南安阳","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,2,4,3,"mushroom"
"3058","1447","吉林长春","1",6,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,3,4,"mushroom"
"3059","1448","浙江杭州","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,3,4,"mushroom"
"3060","1449","四川成都","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,1,1,"mushroom"
"3061","1452","浙江温州","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,4,1,"mushroom"
"3062","1453","江苏苏州","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,4,5,"mushroom"
"3063","1454","上海上海","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,5,3,2,"mushroom"
"3064","1456","广西桂林","2",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,3,2,5,4,"mushroom"
"3065","1467","河北邢台","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,1,5,4,"mushroom"
"3066","1477","河南开封","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,1,1,3,3,"mushroom"
"3067","1494","天津天津","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,4,4,"mushroom"
"3068","1496","山西临汾","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,2,4,3,"mushroom"
"3069","1509","广东深圳","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,4,3,"mushroom"
"3070","1513","广东深圳","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,4,4,"mushroom"
"3071","1515","河南新乡","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,1,3,2,"mushroom"
"3072","1520","四川成都","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,3,3,"mushroom"
"3073","1526","山西太原","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,2,1,"mushroom"
"3074","1532","吉林长春","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,5,4,"mushroom"
"3075","1536","陕西西安","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,4,2,4,4,"mushroom"
"3076","1538","安徽蚌埠","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,1,2,"mushroom"
"3077","1542","广东东莞","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,4,3,"mushroom"
"3078","1543","重庆重庆","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,3,4,"mushroom"
"3079","1544","安徽六安","1",6,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,2,2,1,"mushroom"
"3080","1546","湖北黄冈","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,1,3,4,"mushroom"
"3081","1552","四川成都","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,3,5,"mushroom"
"3082","1558","广东广州","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,3,3,"mushroom"
"3083","1560","广东广州","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,4,4,"mushroom"
"3084","1563","广西百色","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,1,3,3,"mushroom"
"3085","1564","上海上海","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,5,3,3,"mushroom"
"3086","1565","河北石家庄","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,5,5,"mushroom"
"3087","1569","吉林长春","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,2,1,"mushroom"
"3088","1572","四川成都","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,2,1,"mushroom"
"3089","1573","辽宁沈阳","1",6,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,4,3,"mushroom"
"3090","1582","北京北京","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,3,3,"mushroom"
"3091","1585","新疆乌鲁木齐","2",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,2,3,"mushroom"
"3092","1587","河南郑州","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,4,4,"mushroom"
"3093","1594","广东中山","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,2,2,"mushroom"
"3094","1596","云南昆明","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,2,1,"mushroom"
"3095","1603","吉林吉林","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,1,1,2,1,"mushroom"
"3096","1614","内蒙古呼和浩特","2",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,2,1,"mushroom"
"3097","1617","上海上海","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,5,3,3,"mushroom"
"3098","1626","湖北黄冈","1",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,1,4,4,"mushroom"
"3099","1627","北京北京","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,3,3,"mushroom"
"3100","1630","安徽芜湖","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,3,1,"mushroom"
"3101","1636","浙江宁波","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,4,4,"mushroom"
"3102","1641","广东惠州","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,4,5,"mushroom"
"3103","1642","江西南昌","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,1,1,"mushroom"
"3104","1643","北京北京","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,2,1,"mushroom"
"3105","1646","山东潍坊","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,4,2,3,2,"mushroom"
"3106","1648","湖南长沙","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,2,3,"mushroom"
"3107","1651","黑龙江哈尔滨","1",2,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,2,2,"mushroom"
"3108","1660","北京北京","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,2,1,"mushroom"
"3109","1661","河北邯郸","1",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,3,2,4,5,"mushroom"
"3110","1663","辽宁沈阳","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,3,1,2,"mushroom"
"3111","1664","贵州贵阳","2",4,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,4,4,"mushroom"
"3112","1668","湖南湘潭","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,4,2,2,2,"mushroom"
"3113","1671","河南新乡","2",3,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",4,2,1,5,5,"mushroom"
"3114","1676","广东深圳","2",6,"bot_rebuttal","bot_TRUE","rebuttal_TRUE",5,5,4,5,5,"mushroom"
